2015-11-30,5930,6020,5880,6000,286200,6000
2015-11-27,5960,5980,5890,5930,122600,5930
2015-11-26,5910,5970,5900,5950,94400,5950
2015-11-25,5880,6080,5850,6010,261100,6010
2015-11-24,5850,5890,5830,5870,99800,5870
2015-11-20,5720,5840,5720,5840,213100,5840
2015-11-19,5700,5800,5690,5780,251900,5780
2015-11-18,5650,5690,5640,5660,179900,5660
2015-11-17,5600,5640,5560,5620,123600,5620
2015-11-16,5480,5580,5470,5560,82200,5560
2015-11-13,5510,5560,5480,5560,112800,5560
2015-11-12,5500,5570,5470,5520,82500,5520
2015-11-11,5440,5530,5410,5500,133000,5500
2015-11-10,5410,5470,5390,5450,152800,5450
2015-11-09,5620,5620,5490,5540,208200,5540
2015-11-06,5620,5630,5530,5620,102500,5620
2015-11-05,5540,5650,5490,5620,188300,5620
2015-11-04,5510,5530,5370,5480,181400,5480
2015-11-02,5510,5550,5480,5490,209200,5490
2015-10-30,5460,5540,5420,5520,139700,5520
2015-10-29,5470,5520,5460,5470,129100,5470
2015-10-28,5390,5490,5390,5440,131900,5440
2015-10-27,5380,5400,5360,5370,59400,5370
2015-10-26,5420,5430,5360,5370,85100,5370
2015-10-23,5390,5400,5340,5370,150800,5370
2015-10-22,5310,5350,5290,5310,81000,5310
2015-10-21,5260,5300,5210,5290,110900,5290
2015-10-20,5280,5330,5270,5300,105100,5300
2015-10-19,5270,5300,5210,5260,78800,5260
2015-10-16,5260,5330,5230,5250,106600,5250
2015-10-15,5220,5280,5200,5260,117400,5260
2015-10-14,5240,5290,5220,5230,121200,5230
2015-10-13,5280,5370,5240,5310,137900,5310
2015-10-09,5230,5330,5220,5310,149200,5310
2015-10-08,5250,5250,5150,5200,148400,5200
2015-10-07,5210,5290,5150,5260,160100,5260
2015-10-06,5220,5220,5130,5160,117900,5160
2015-10-05,5080,5120,5030,5120,67900,5120
2015-10-02,5010,5080,4965,5010,110000,5010
2015-10-01,5040,5120,4965,5070,130600,5070
2015-09-30,4995,5100,4995,5040,139800,5040
2015-09-29,4940,4985,4875,4925,161300,4925
2015-09-28,5050,5070,4985,5040,105100,5040
2015-09-25,4820,5020,4820,5020,215700,5020
2015-09-24,5030,5080,4815,4850,681000,4850
2015-09-18,4800,4800,4685,4690,158600,4690
2015-09-17,4910,4910,4790,4800,172100,4800
2015-09-16,4870,4930,4800,4930,175500,4930
2015-09-15,4830,4905,4800,4860,93500,4860
2015-09-14,4820,4890,4810,4825,137600,4825
2015-09-11,4680,4805,4680,4780,150300,4780
2015-09-10,4770,4825,4725,4760,139100,4760
2015-09-09,4865,4950,4765,4890,137500,4890
2015-09-08,4800,4855,4675,4705,78700,4705
2015-09-07,4760,4855,4720,4835,84300,4835
2015-09-04,4915,4915,4730,4780,137600,4780
2015-09-03,4900,4925,4860,4875,97400,4875
2015-09-02,4900,4950,4820,4830,150500,4830
2015-09-01,5010,5050,4900,4900,107300,4900
2015-08-31,5190,5190,5030,5070,130000,5070
2015-08-28,5130,5170,5050,5110,100400,5110
2015-08-27,5000,5130,4970,5010,132100,5010
2015-08-26,4800,4980,4800,4950,183600,4950
2015-08-25,4700,4985,4660,4755,205000,4755
2015-08-24,5010,5100,4910,4920,196900,4920
2015-08-21,5100,5150,5100,5110,101400,5110
2015-08-20,5240,5290,5170,5200,85800,5200
2015-08-19,5320,5320,5240,5250,73700,5250
2015-08-18,5310,5330,5270,5310,52400,5310
2015-08-17,5330,5350,5270,5290,73300,5290
2015-08-14,5300,5340,5250,5310,59800,5310
2015-08-13,5320,5360,5270,5330,87000,5330
2015-08-12,5350,5420,5310,5350,116800,5350
2015-08-11,5450,5460,5340,5390,107000,5390
2015-08-10,5280,5430,5240,5430,192600,5430
2015-08-07,5290,5300,5210,5290,108300,5290
2015-08-06,5430,5430,5280,5320,162300,5320
2015-08-05,5270,5380,5270,5340,180100,5340
2015-08-04,5150,5260,5130,5260,128000,5260
2015-08-03,5250,5270,5160,5210,74900,5210
2015-07-31,5200,5230,5130,5220,118700,5220
