2015-11-30,512,514,507,507,8331700,507
2015-11-27,526,526,509,515,7095900,515
2015-11-26,518,530,516,527,9510900,527
2015-11-25,517,518,510,515,4891400,515
2015-11-24,512,523,510,521,10034900,521
2015-11-20,507,516,505,514,9193900,514
2015-11-19,501,507,498,507,10693500,507
2015-11-18,489,500,488,495,9326100,495
2015-11-17,485,490,485,486,7335400,486
2015-11-16,477,483,476,480,5775400,480
2015-11-13,487,488,483,485,7650700,485
2015-11-12,481,487,478,487,9353000,487
2015-11-11,485,488,481,483,7007600,483
2015-11-10,483,486,480,483,7656200,483
2015-11-09,491,497,489,493,8188000,493
2015-11-06,494,494,487,489,9898000,489
2015-11-05,492,494,487,492,14341900,492
2015-11-04,480,483,476,480,15335200,480
2015-11-02,479,488,465,467,29684700,467
2015-10-30,509,518,503,515,10648900,515
2015-10-29,502,509,500,505,9464500,505
2015-10-28,504,510,498,500,9901200,500
2015-10-27,501,511,500,500,7259600,500
2015-10-26,499,509,498,502,10367500,502
2015-10-23,492,499,489,496,10570100,496
2015-10-22,496,496,487,487,10701800,487
2015-10-21,493,503,492,503,9794600,503
2015-10-20,488,493,487,491,4706800,491
2015-10-19,497,497,486,488,6347400,488
2015-10-16,489,501,488,494,11893600,494
2015-10-15,469,491,467,490,12710900,490
2015-10-14,477,477,471,472,8077800,472
2015-10-13,479,481,474,478,12910700,478
2015-10-09,477,479,475,478,9230400,478
2015-10-08,478,479,475,476,10210800,476
2015-10-07,470,480,470,477,14549500,477
2015-10-06,459,469,458,463,11776500,463
2015-10-05,455,460,448,453,16329300,453
2015-10-02,452,452,445,448,11692400,448
2015-10-01,457,458,448,453,15843700,453
2015-09-30,455,457,452,454,17843700,454
2015-09-29,454,456,446,450,25579900,450
2015-09-28,458,461,452,457,16511100,457
2015-09-25,454,462,453,456,16959900,456
2015-09-24,472,476,451,453,27187400,453
2015-09-18,478,483,471,473,19320500,473
2015-09-17,489,489,471,478,14544200,478
2015-09-16,490,493,483,486,9348600,486
2015-09-15,492,495,483,483,12165200,483
2015-09-14,496,496,486,490,9479600,490
2015-09-11,492,503,488,493,17210300,493
2015-09-10,473,497,473,493,21812400,493
2015-09-09,474,480,472,480,12363500,480
2015-09-08,471,471,458,460,8997300,460
2015-09-07,463,471,459,468,12013800,468
2015-09-04,493,494,458,465,19736400,465
2015-09-03,478,479,468,477,16870300,477
2015-09-02,462,478,462,470,16020000,470
2015-09-01,485,485,468,470,18575100,470
2015-08-31,498,499,486,491,11746300,491
2015-08-28,498,504,490,501,15910700,501
2015-08-27,493,496,475,480,23693800,480
2015-08-26,471,490,465,486,21355200,486
2015-08-25,462,497,453,473,26723500,473
2015-08-24,495,508,485,486,20157600,486
